text,clean_text,lang,sentiment
That deal you're complaining about was supported by the Trump administration and also secured the status of a US army base so you're kind of just making my point. https://t.co/sAxiFqUB9R In any case Greenland is under no threat of being ceded to a country friendly to the CCP.,deal complaining supported trump administration also secured status us army base kind making point case greenland threat ceded country friendly ccp,en,positive
@JenniferEValent Fake news said Trump will invade Greenland. Can anyone show me where Trump actually said he will or may invade GL?,fake news said trump invade greenland anyone show trump actually said may invade gl,en,negative
@_MAGA_NEWS_ Trump's statement about annexing Greenland is going to result in military mobilizations that will bankrupt Denmark. They will need to sell it to the US to pay their bills.,trump statement annexing greenland going result military mobilizations bankrupt denmark need sell us pay bills,en,negative
@gabrielecatania did you have a close look on the connection from Greenland Walter Bank to Trump and the Greenlad Goverment? Sneaky move!,close look connection greenland walter bank trump greenlad goverment sneaky move,en,negative
TRUMP NEEDS TO SORT THE THE PROBLEMS HE HAS IN THE USA BEFORE HE TAKES OVER GREENLAND IT IS JUST GREED PLUS ITS DISGUSTING.,trump needs sort problems usa takes greenland greed plus disgusting,en,negative
Why Trump wants Greenland. It is for our safety. https://t.co/ywFA3d0D1K,trump wants greenland safety,en,positive
@allenanalysis The administration keeps acting like Greenland is a bargaining chip. It s a people a self-governing territory and a NATO ally s responsibility. Greenland s political leaders have issued a united rejection of Trump s threats. And now the UK is reportedly in talks with France,administration keeps acting like greenland bargaining chip people self governing territory nato ally responsibility greenland political leaders issued united rejection trump threats uk reportedly talks france,en,negative
@AcademicAgent_X Just seen on the bbc news site Trump is now telling Cuba to do a deal before it's too late surely the majority of Americans will get sick of this public abrasiveness at some point it's very wearing. He can't stick to one thing it's Greenland maduro then Cuba &amp; back to Iran.,seen bbc news site trump telling cuba deal late surely majority americans get sick public abrasiveness point wearing stick one thing greenland maduro cuba amp back iran,en,negative
@xIsraelExposedx @MarioNawfal I don t like Trump on the topic of Israel but I think this might make sense. If we really are going to WW3 I think we need Greenland.,like trump topic israel think might make sense really going ww think need greenland,en,positive
@MumbaichaDon No invasion no annexation just strategic paranoia. Greenland has been vital since the Cold War. Talking security ≠ illegal takeover. Arctic rivalry is about Russia &amp; China not Trump s madness. ,invasion annexation strategic paranoia greenland vital since cold war talking security illegal takeover arctic rivalry russia amp china trump madness,en,negative
@JonMalin Only problem is that it is part of Denmark and I can tell you; enabling Trump's fantasy is the shortest route for him to become an ex-president. Invade Greenland and congress will have to impeach and remove or all democracy in the US is effectively over. Win-win.,problem part denmark tell enabling trump fantasy shortest route become ex president invade greenland congress impeach remove democracy us effectively win win,en,positive
 I stand with Ukraine Iran Greenland except with the Palestinians and their children of darkness. Selective virtue signaling. All about their pockets. Naked ugly hypocrisy as always. #Trump #Iran,stand ukraine iran greenland except palestinians children darkness selective virtue signaling pockets naked ugly hypocrisy always,en,negative
@Osint613 Its very clear that the Europeans failed policies are causing them to fantasize about an external enemy that will invade Greenland. Trump is wild but the US and Americans have no interest in a war. Europeans looking to blame others for their colossal collapse.,clear europeans failed policies causing fantasize external enemy invade greenland trump wild us americans interest war europeans looking blame others colossal collapse,en,negative
@imetatronink Seriously these days Murica incels will simp on anything Trump or Bannon shit out. If it s true why not use all that to extract American citizens stuck in Venezuela now? If they pull it off surely these turds won t have to worry two shits about midterms baby Greenland might,seriously days murica incels simp anything trump bannon shit true use extract american citizens stuck venezuela pull surely turds worry two shits midterms baby greenland might,en,negative
Crazy part is if #Trump wanted to be seen as a good guy instead of screwing up with #Venezuela or the even dumber #Greenland ignorance he would help with regime change in #IranRevolution2026 and ensure a better democratic future for these folks - poof noble peace prize,crazy part wanted seen good guy instead screwing even dumber ignorance would help regime change ensure better democratic future folks poof noble peace prize,en,positive
